10/14/2000 14:30,200010141430,296.45,001,,010,11.83,001,,010,,010,,010,00.00,001,,010,986.00,001,,010,217.75,001,02.50,001,,,,,,,,,,,,,,,,,,
10/14/2000 15:00,200010141500,212.70,001,,010,11.67,001,,010,,010,,010,00.00,001,,010,986.50,001,,010,219.70,001,02.09,001,,,,,,,,,,,,,,,,,,
10/14/2000 15:30,200010141530,160.90,001,,010,11.12,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,217.65,001,01.59,001,,,,,,,,,,,,,,,,,,
10/14/2000 16:00,200010141600,117.95,001,,010,11.13,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,199.10,001,02.02,001,,,,,,,,,,,,,,,,,,
10/14/2000 16:30,200010141630,61.54,001,,010,10.57,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,197.20,001,01.60,001,,,,,,,,,,,,,,,,,,
10/14/2000 17:00,200010141700,15.56,001,,010,09.25,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,206.95,001,01.34,001,,,,,,,,,,,,,,,,,,
10/14/2000 17:30,200010141730,00.02,003,,010,08.28,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,209.40,001,01.61,001,,,,,,,,,,,,,,,,,,
10/14/2000 18:00,200010141800,00.02,003,,010,07.87,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,199.70,001,02.06,001,,,,,,,,,,,,,,,,,,
10/14/2000 18:30,200010141830,00.02,003,,010,07.31,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,187.50,001,01.47,001,,,,,,,,,,,,,,,,,,
10/14/2000 19:00,200010141900,00.02,003,,010,06.46,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,197.60,001,01.39,001,,,,,,,,,,,,,,,,,,
10/14/2000 19:30,200010141930,00.02,003,,010,06.60,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,201.90,001,01.82,001,,,,,,,,,,,,,,,,,,
10/14/2000 20:00,200010142000,00.02,003,,010,06.68,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,192.65,001,01.82,001,,,,,,,,,,,,,,,,,,
10/14/2000 20:30,200010142030,00.02,003,,010,06.31,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,181.25,001,01.80,001,,,,,,,,,,,,,,,,,,
10/14/2000 21:00,200010142100,00.02,003,,010,06.79,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,193.90,001,02.32,001,,,,,,,,,,,,,,,,,,
10/14/2000 21:30,200010142130,00.02,003,,010,06.99,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,197.25,001,02.12,001,,,,,,,,,,,,,,,,,,
10/14/2000 22:00,200010142200,00.02,003,,010,06.76,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,189.90,001,02.16,001,,,,,,,,,,,,,,,,,,
10/14/2000 22:30,200010142230,00.02,003,,010,06.51,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,193.70,001,01.95,001,,,,,,,,,,,,,,,,,,
10/14/2000 23:00,200010142300,00.02,003,,010,06.27,001,,010,,010,,010,00.00,001,,010,988.50,001,,010,177.60,001,01.34,001,,,,,,,,,,,,,,,,,,
10/14/2000 23:30,200010142330,00.02,003,,010,05.78,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,196.80,001,01.58,001,,,,,,,,,,,,,,,,,,
10/15/2000 0:00,200010150000,00.02,003,,010,06.62,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,200.05,001,02.22,001,,,,,,,,,,,,,,,,,,
10/15/2000 0:30,200010150030,00.02,003,,010,06.42,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,189.35,001,01.87,001,,,,,,,,,,,,,,,,,,
10/15/2000 1:00,200010150100,00.02,003,,010,05.75,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,183.50,001,01.80,001,,,,,,,,,,,,,,,,,,
10/15/2000 1:30,200010150130,00.02,003,,010,05.77,001,,010,,010,,010,00.00,001,,010,988.50,001,,010,166.05,001,01.47,001,,,,,,,,,,,,,,,,,,
10/15/2000 2:00,200010150200,00.02,003,,010,05.85,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,183.70,001,01.53,001,,,,,,,,,,,,,,,,,,
10/15/2000 2:30,200010150230,00.02,003,,010,06.56,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,193.15,001,01.61,001,,,,,,,,,,,,,,,,,,
10/15/2000 3:00,200010150300,00.02,003,,010,06.41,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,197.60,001,02.03,001,,,,,,,,,,,,,,,,,,
10/15/2000 3:30,200010150330,00.02,003,,010,06.84,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,203.35,001,02.30,001,,,,,,,,,,,,,,,,,,
10/15/2000 4:00,200010150400,00.02,003,,010,06.75,001,,010,,010,,010,00.00,001,,010,989.00,001,,010,199.80,001,02.19,001,,,,,,,,,,,,,,,,,,
10/15/2000 4:30,200010150430,00.02,003,,010,06.31,001,,010,,010,,010,00.00,001,,010,988.50,001,,010,197.70,001,01.34,001,,,,,,,,,,,,,,,,,,
10/15/2000 5:00,200010150500,00.02,003,,010,06.28,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,205.20,001,02.14,001,,,,,,,,,,,,,,,,,,
10/15/2000 5:30,200010150530,00.02,003,,010,06.52,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,200.75,001,02.46,001,,,,,,,,,,,,,,,,,,
10/15/2000 6:00,200010150600,00.02,003,,010,06.66,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,218.95,001,02.29,001,,,,,,,,,,,,,,,,,,
10/15/2000 6:30,200010150630,00.02,003,,010,06.48,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,216.75,001,02.26,001,,,,,,,,,,,,,,,,,,
10/15/2000 7:00,200010150700,05.38,001,,010,06.69,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,207.45,001,02.56,001,,,,,,,,,,,,,,,,,,
10/15/2000 7:30,200010150730,34.03,001,,010,07.30,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,209.30,001,02.43,001,,,,,,,,,,,,,,,,,,
10/15/2000 8:00,200010150800,121.50,001,,010,08.53,001,,010,,010,,010,00.00,001,,010,989.00,001,,010,205.65,001,01.93,001,,,,,,,,,,,,,,,,,,
10/15/2000 8:30,200010150830,171.15,001,,010,08.86,001,,010,,010,,010,00.00,001,,010,989.00,001,,010,206.20,001,02.27,001,,,,,,,,,,,,,,,,,,
10/15/2000 9:00,200010150900,213.10,001,,010,09.19,001,,010,,010,,010,00.00,001,,010,989.00,001,,010,188.05,001,01.82,001,,,,,,,,,,,,,,,,,,
10/15/2000 9:30,200010150930,273.25,001,,010,09.96,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,182.65,001,02.26,001,,,,,,,,,,,,,,,,,,
10/15/2000 10:00,200010151000,305.60,001,,010,10.71,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,177.40,001,02.00,001,,,,,,,,,,,,,,,,,,
10/15/2000 10:30,200010151030,361.80,001,,010,11.04,001,,010,,010,,010,00.00,001,,010,988.00,001,,010,181.20,001,03.26,001,,,,,,,,,,,,,,,,,,
10/15/2000 11:00,200010151100,392.35,001,,010,11.38,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,186.80,001,03.21,001,,,,,,,,,,,,,,,,,,
10/15/2000 11:30,200010151130,416.70,001,,010,11.67,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,193.45,001,03.68,001,,,,,,,,,,,,,,,,,,
10/15/2000 12:00,200010151200,422.20,001,,010,11.60,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,199.25,001,04.80,001,,,,,,,,,,,,,,,,,,
10/15/2000 12:30,200010151230,299.90,001,,010,11.87,001,,010,,010,,010,00.00,001,,010,987.00,001,,010,195.20,001,03.60,001,,,,,,,,,,,,,,,,,,
10/15/2000 13:00,200010151300,220.65,001,,010,11.88,001,,010,,010,,010,00.00,001,,010,986.50,001,,010,187.70,001,02.86,001,,,,,,,,,,,,,,,,,,
10/15/2000 13:30,200010151330,329.70,001,,010,12.40,001,,010,,010,,010,00.00,001,,010,986.00,001,,010,198.20,001,03.84,001,,,,,,,,,,,,,,,,,,
10/15/2000 14:00,200010151400,260.95,001,,010,12.02,001,,010,,010,,010,00.00,001,,010,986.00,001,,010,203.30,001,03.25,001,,,,,,,,,,,,,,,,,,
10/15/2000 14:30,200010151430,278.70,001,,010,12.10,001,,010,,010,,010,00.00,001,,010,985.50,001,,010,199.15,001,03.59,001,,,,,,,,,,,,,,,,,,
10/15/2000 15:00,200010151500,227.10,001,,010,11.63,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,191.25,001,03.82,001,,,,,,,,,,,,,,,,,,
10/15/2000 15:30,200010151530,182.10,001,,010,11.30,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,178.75,001,03.32,001,,,,,,,,,,,,,,,,,,
10/15/2000 16:00,200010151600,104.45,001,,010,10.74,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,206.20,001,02.38,001,,,,,,,,,,,,,,,,,,
10/15/2000 16:30,200010151630,43.17,001,,010,10.16,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,188.90,001,02.92,001,,,,,,,,,,,,,,,,,,
10/15/2000 17:00,200010151700,13.43,001,,010,09.85,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,178.80,001,03.74,001,,,,,,,,,,,,,,,,,,
10/15/2000 17:30,200010151730,00.02,003,,010,09.51,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,186.85,001,03.98,001,,,,,,,,,,,,,,,,,,
10/15/2000 18:00,200010151800,00.02,003,,010,08.95,001,,010,,010,,010,00.00,001,,010,986.00,001,,010,210.60,001,02.61,001,,,,,,,,,,,,,,,,,,
10/15/2000 18:30,200010151830,00.02,003,,010,08.89,001,,010,,010,,010,00.00,001,,010,986.00,001,,010,202.95,001,03.80,001,,,,,,,,,,,,,,,,,,
10/15/2000 19:00,200010151900,00.02,003,,010,08.66,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,207.85,001,03.90,001,,,,,,,,,,,,,,,,,,
10/15/2000 19:30,200010151930,00.02,003,,010,08.86,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,206.90,001,04.64,001,,,,,,,,,,,,,,,,,,
10/15/2000 20:00,200010152000,00.02,003,,010,08.48,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,206.55,001,02.32,001,,,,,,,,,,,,,,,,,,
10/15/2000 20:30,200010152030,00.02,003,,010,08.38,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,181.85,001,01.71,001,,,,,,,,,,,,,,,,,,
10/15/2000 21:00,200010152100,00.02,003,,010,08.65,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,180.30,001,02.40,001,,,,,,,,,,,,,,,,,,
10/15/2000 21:30,200010152130,00.02,003,,010,08.75,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,182.20,001,01.93,001,,,,,,,,,,,,,,,,,,
10/15/2000 22:00,200010152200,00.02,003,,010,08.46,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,194.35,001,02.10,001,,,,,,,,,,,,,,,,,,
10/15/2000 22:30,200010152230,00.02,003,,010,08.44,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,195.30,001,02.64,001,,,,,,,,,,,,,,,,,,
10/15/2000 23:00,200010152300,00.02,003,,010,08.28,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,196.70,001,03.60,001,,,,,,,,,,,,,,,,,,
10/15/2000 23:30,200010152330,00.02,003,,010,07.97,001,,010,,010,,010,00.00,001,,010,984.50,001,,010,192.75,001,02.94,001,,,,,,,,,,,,,,,,,,
10/16/2000 0:00,200010160000,00.02,003,,010,08.00,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,193.90,001,02.52,001,,,,,,,,,,,,,,,,,,
10/16/2000 0:30,200010160030,00.02,003,,010,07.84,001,,010,,010,,010,00.00,001,,010,985.00,001,,010,196.25,001,02.27,001,,,,,,,,,,,,,,,,,,
10/16/2000 1:00,200010160100,00.02,003,,010,07.49,001,,010,,010,,010,00.00,001,,010,984.50,001,,010,206.00,001,02.33,001,,,,,,,,,,,,,,,,,,
10/16/2000 1:30,200010160130,00.02,003,,010,07.41,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,194.00,001,01.98,001,,,,,,,,,,,,,,,,,,
10/16/2000 2:00,200010160200,00.02,003,,010,07.41,001,,010,,010,,010,00.00,001,,010,984.00,001,,010,196.90,001,02.63,001,,,,,,,,,,,,,,,,,,
10/16/2000 2:30,200010160230,00.02,003,,010,07.26,001,,010,,010,,010,00.00,001,,010,983.00,001,,010,203.60,001,02.14,001,,,,,,,,,,,,,,,,,,
10/16/2000 3:00,200010160300,00.02,003,,010,07.11,001,,010,,010,,010,00.00,001,,010,983.00,001,,010,217.50,001,01.99,001,,,,,,,,,,,,,,,,,,
10/16/2000 3:30,200010160330,00.02,003,,010,07.22,001,,010,,010,,010,00.00,001,,010,982.50,001,,010,241.60,001,01.26,001,,,,,,,,,,,,,,,,,,
10/16/2000 4:00,200010160400,00.02,003,,010,07.52,001,,010,,010,,010,00.00,001,,010,982.00,001,,010,232.75,001,01.22,001,,,,,,,,,,,,,,,,,,
10/16/2000 4:30,200010160430,00.02,003,,010,07.49,001,,010,,010,,010,00.00,001,,010,982.00,001,,010,206.10,001,01.28,001,,,,,,,,,,,,,,,,,,
10/16/2000 5:00,200010160500,00.02,003,,010,07.27,001,,010,,010,,010,00.00,001,,010,982.00,001,,010,216.20,001,00.70,001,,,,,,,,,,,,,,,,,,
10/16/2000 5:30,200010160530,00.02,003,,010,07.12,001,,010,,010,,010,00.00,001,,010,982.00,001,,010,145.10,001,00.67,001,,,,,,,,,,,,,,,,,,
10/16/2000 6:00,200010160600,00.02,003,,010,06.79,001,,010,,010,,010,00.00,001,,010,981.50,001,,010,233.75,001,00.34,001,,,,,,,,,,,,,,,,,,
10/16/2000 6:30,200010160630,00.02,003,,010,06.48,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,327.90,001,,010,,,,,,,,,,,,,,,,,,
10/16/2000 7:00,200010160700,00.77,001,,010,06.03,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,107.10,001,,010,,,,,,,,,,,,,,,,,,
10/16/2000 7:30,200010160730,19.16,001,,010,05.32,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,197.85,001,00.53,001,,,,,,,,,,,,,,,,,,
10/16/2000 8:00,200010160800,39.72,001,,010,05.03,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,208.05,001,00.67,001,,,,,,,,,,,,,,,,,,
10/16/2000 8:30,200010160830,69.58,001,,010,05.99,001,,010,,010,,010,00.00,001,,010,980.50,001,,010,218.80,001,00.53,001,,,,,,,,,,,,,,,,,,
10/16/2000 9:00,200010160900,97.90,001,,010,06.62,001,,010,,010,,010,00.00,001,,010,980.00,001,,010,193.85,001,00.33,001,,,,,,,,,,,,,,,,,,
10/16/2000 9:30,200010160930,125.35,001,,010,08.09,001,,010,,010,,010,00.00,001,,010,980.00,001,,010,159.95,001,00.40,001,,,,,,,,,,,,,,,,,,
10/16/2000 10:00,200010161000,104.75,001,,010,08.17,001,,010,,010,,010,00.00,001,,010,979.50,001,,010,99.50,001,00.60,001,,,,,,,,,,,,,,,,,,
10/16/2000 10:30,200010161030,202.65,001,,010,08.79,001,,010,,010,,010,00.00,001,,010,979.00,001,,010,115.05,001,00.55,001,,,,,,,,,,,,,,,,,,
10/16/2000 11:00,200010161100,290.00,001,,010,10.21,001,,010,,010,,010,00.00,001,,010,978.50,001,,010,178.40,001,01.67,001,,,,,,,,,,,,,,,,,,
10/16/2000 11:30,200010161130,173.85,001,,010,10.03,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,179.85,001,02.08,001,,,,,,,,,,,,,,,,,,
10/16/2000 12:00,200010161200,105.25,001,,010,08.95,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,207.95,001,02.68,001,,,,,,,,,,,,,,,,,,
10/16/2000 12:30,200010161230,94.60,001,,010,08.83,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,237.55,001,01.86,001,,,,,,,,,,,,,,,,,,
10/16/2000 13:00,200010161300,148.20,001,,010,09.60,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,226.90,001,01.95,001,,,,,,,,,,,,,,,,,,
10/16/2000 13:30,200010161330,144.55,001,,010,09.02,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,236.25,001,02.66,001,,,,,,,,,,,,,,,,,,
10/16/2000 14:00,200010161400,120.85,001,,010,08.88,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,245.45,001,02.23,001,,,,,,,,,,,,,,,,,,
10/16/2000 14:30,200010161430,142.10,001,,010,08.60,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,242.90,001,02.40,001,,,,,,,,,,,,,,,,,,
10/16/2000 15:00,200010161500,92.95,001,,010,08.21,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,250.45,001,02.56,001,,,,,,,,,,,,,,,,,,
10/16/2000 15:30,200010161530,102.15,001,,010,08.01,001,,010,,010,,010,00.00,001,,010,978.00,001,,010,247.95,001,02.35,001,,,,,,,,,,,,,,,,,,
10/16/2000 16:00,200010161600,87.05,001,,010,07.88,001,,010,,010,,010,00.00,001,,010,978.50,001,,010,255.25,001,02.17,001,,,,,,,,,,,,,,,,,,
10/16/2000 16:30,200010161630,51.72,001,,010,07.70,001,,010,,010,,010,00.00,001,,010,979.00,001,,010,273.10,001,02.32,001,,,,,,,,,,,,,,,,,,
10/16/2000 17:00,200010161700,22.95,001,,010,07.51,001,,010,,010,,010,00.00,001,,010,979.00,001,,010,276.90,001,02.09,001,,,,,,,,,,,,,,,,,,
10/16/2000 17:30,200010161730,00.02,003,,010,07.02,001,,010,,010,,010,00.00,001,,010,979.50,001,,010,268.90,001,01.92,001,,,,,,,,,,,,,,,,,,
10/16/2000 18:00,200010161800,00.02,003,,010,07.00,001,,010,,010,,010,00.00,001,,010,980.00,001,,010,280.10,001,02.31,001,,,,,,,,,,,,,,,,,,
10/16/2000 18:30,200010161830,00.02,003,,010,06.95,001,,010,,010,,010,00.00,001,,010,980.50,001,,010,278.00,001,02.32,001,,,,,,,,,,,,,,,,,,
10/16/2000 19:00,200010161900,00.02,003,,010,06.70,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,276.80,001,02.38,001,,,,,,,,,,,,,,,,,,
10/16/2000 19:30,200010161930,00.02,003,,010,06.48,001,,010,,010,,010,00.00,001,,010,981.00,001,,010,280.00,001,02.47,001,,,,,,,,,,,,,,,,,,
10/16/2000 20:00,200010162000,00.02,003,,010,06.27,001,,010,,010,,010,00.00,001,,010,982.00,001,,010,279.60,001,02.42,001,,,,,,,,,,,,,,,,,,
10/16/2000 20:30,200010162030,00.02,003,,010,05.95,001,,010,,010,,010,00.00,001,,010,982.50,001,,010,281.45,001,02.30,001,,,,,,,,,,,,,,,,,,
10/16/2000 21:00,200010162100,00.02,003,,010,05.66,001,,010,,010,,010,00.00,001,,010,983.00,001,,010,278.55,001,02.40,001,,,,,,,,,,,,,,,,,,
