1/30/2012 21:00,201201302100,00.02,003,01.13,001,00.42,001,00.97,001,86.10,001,77.69,001,00.00,001,00.00,001,1004.00,001,1003.20,001,26.16,001,00.47,001,,,,,,,,,,,,,,,,,,
1/30/2012 21:30,201201302130,00.02,003,01.25,001,00.56,001,01.05,001,82.90,001,74.09,001,00.00,001,00.00,001,1004.00,001,1002.99,001,30.97,001,00.49,001,,,,,,,,,,,,,,,,,,
1/30/2012 22:00,201201302200,00.02,003,01.35,001,00.65,001,01.10,001,79.05,001,73.41,001,00.00,001,00.00,001,1004.00,001,1002.82,001,16.39,001,00.48,001,,,,,,,,,,,,,,,,,,
1/30/2012 22:30,201201302230,00.02,003,01.37,001,00.68,001,01.10,001,78.45,001,73.69,001,00.00,001,00.00,001,1003.50,001,1002.68,001,13.62,001,00.51,001,,,,,,,,,,,,,,,,,,
1/30/2012 23:00,201201302300,00.02,003,01.35,001,00.66,001,01.03,001,79.00,001,74.95,001,00.00,001,00.00,001,1003.00,001,1002.68,001,29.28,001,00.66,001,,,,,,,,,,,,,,,,,,
1/30/2012 23:30,201201302330,00.02,003,01.28,001,00.63,001,01.22,001,80.25,001,74.91,001,00.00,001,00.00,001,1003.00,001,1002.71,001,73.26,001,00.68,001,,,,,,,,,,,,,,,,,,
1/31/2012 0:00,201201310000,00.02,003,01.45,001,00.80,001,01.41,001,80.40,001,75.55,001,00.00,001,00.00,001,1003.00,001,1002.84,001,97.19,001,01.06,001,,,,,,,,,,,,,,,,,,
1/31/2012 0:30,201201310030,00.02,003,01.62,001,01.02,001,01.51,001,80.95,001,74.05,001,00.00,001,00.00,001,1004.00,001,1002.82,001,101.62,001,01.11,001,,,,,,,,,,,,,,,,,,
1/31/2012 1:00,201201310100,00.02,003,01.67,001,01.07,001,01.36,001,79.65,001,74.59,001,00.00,001,00.00,001,1004.00,001,1002.89,001,77.86,001,00.95,001,,,,,,,,,,,,,,,,,,
1/31/2012 1:30,201201310130,00.02,003,01.53,001,00.90,001,01.31,001,80.30,001,74.28,001,00.00,001,00.00,001,1004.00,001,1002.93,001,86.33,001,00.90,001,,,,,,,,,,,,,,,,,,
1/31/2012 2:00,201201310200,00.02,003,01.49,001,00.87,001,01.30,001,80.00,001,74.02,001,00.00,001,00.00,001,1004.00,001,1002.92,001,98.83,001,01.12,001,,,,,,,,,,,,,,,,,,
1/31/2012 2:30,201201310230,00.02,003,01.44,001,00.83,001,01.19,001,79.65,001,74.24,001,00.00,001,00.00,001,1004.00,001,1003.03,001,83.99,001,00.62,001,,,,,,,,,,,,,,,,,,
1/31/2012 3:00,201201310300,00.02,003,01.38,001,00.72,001,01.11,001,79.85,001,74.37,001,00.00,001,00.00,001,1004.00,001,1003.10,001,82.62,001,00.67,001,,,,,,,,,,,,,,,,,,
1/31/2012 3:30,201201310330,00.02,003,01.31,001,00.66,001,01.07,001,79.95,001,74.36,001,00.00,001,00.00,001,1004.00,001,1003.20,001,49.93,001,00.48,001,,,,,,,,,,,,,,,,,,
1/31/2012 4:00,201201310400,00.02,003,01.29,001,00.59,001,01.00,001,79.80,001,75.40,001,00.00,001,00.00,001,1004.00,001,1003.31,001,35.49,001,00.57,001,,,,,,,,,,,,,,,,,,
1/31/2012 4:30,201201310430,00.02,003,01.22,001,00.55,001,00.90,001,80.85,001,76.97,001,00.00,001,00.00,001,1004.00,001,1003.48,001,20.63,001,00.54,001,,,,,,,,,,,,,,,,,,
1/31/2012 5:00,201201310500,00.02,003,01.12,001,00.47,001,00.81,001,82.60,001,77.90,001,00.00,001,00.00,001,1004.00,001,1003.65,001,03.14,001,00.49,001,,,,,,,,,,,,,,,,,,
1/31/2012 5:30,201201310530,00.02,003,01.01,001,00.34,001,00.70,001,83.60,001,78.72,001,00.00,001,00.00,001,1004.00,001,1003.79,001,01.76,001,00.52,001,,,,,,,,,,,,,,,,,,
1/31/2012 6:00,201201310600,00.02,003,00.92,001,00.26,001,00.75,001,84.45,001,79.22,001,00.00,001,00.00,001,1005.00,001,1003.97,001,25.63,001,00.52,001,,,,,,,,,,,,,,,,,,
1/31/2012 6:30,201201310630,00.02,003,00.98,001,00.33,001,00.99,001,84.75,001,77.10,001,00.00,001,00.00,001,1005.00,001,1004.11,001,49.02,001,00.59,001,,,,,,,,,,,,,,,,,,
1/31/2012 7:00,201201310700,00.02,003,01.25,001,00.60,001,01.14,001,82.45,001,75.61,001,00.00,001,00.00,001,1005.00,001,1004.33,001,60.72,001,00.66,001,,,,,,,,,,,,,,,,,,
1/31/2012 7:30,201201310730,00.02,003,01.38,001,00.73,001,01.37,001,80.95,001,74.16,001,00.00,001,00.00,001,1005.00,001,1004.77,001,99.41,001,01.07,001,,,,,,,,,,,,,,,,,,
1/31/2012 8:00,201201310800,00.02,003,01.54,001,00.95,001,01.40,001,79.65,001,73.79,001,00.00,001,00.00,001,1005.50,001,1005.17,001,97.88,001,01.36,001,,,,,,,,,,,,,,,,,,
1/31/2012 8:30,201201310830,00.62,001,01.55,001,00.97,001,01.40,001,79.45,001,74.18,001,00.00,001,00.00,001,1006.00,001,1005.40,001,104.03,001,01.20,001,,,,,,,,,,,,,,,,,,
1/31/2012 9:00,201201310900,02.44,001,01.53,001,00.94,001,01.40,001,79.95,001,75.32,001,00.00,001,00.00,001,1006.00,001,1005.77,001,99.84,001,01.21,001,,,,,,,,,,,,,,,,,,
1/31/2012 9:30,201201310930,06.06,001,01.53,001,00.94,001,01.37,001,81.05,001,76.30,001,00.00,001,00.00,001,1006.50,001,1006.06,001,89.10,001,00.88,001,,,,,,,,,,,,,,,,,,
1/31/2012 10:00,201201311000,12.83,001,01.55,001,00.92,001,01.45,001,81.95,001,75.69,001,00.00,001,00.00,001,1007.00,001,1006.40,001,76.86,001,00.92,001,,,,,,,,,,,,,,,,,,
1/31/2012 10:30,201201311030,19.38,001,01.63,001,01.03,001,01.57,001,81.30,001,75.22,001,00.00,001,00.00,001,1007.00,001,1006.74,001,103.05,001,01.31,001,,,,,,,,,,,,,,,,,,
1/31/2012 11:00,201201311100,26.03,001,01.73,001,01.15,001,01.85,001,80.85,001,72.54,001,00.00,001,00.00,001,1007.50,001,1007.09,001,94.45,001,01.01,001,,,,,,,,,,,,,,,,,,
1/31/2012 11:30,201201311130,59.67,001,01.95,001,01.35,001,02.20,001,79.35,001,68.33,001,00.00,001,00.00,001,1008.00,001,1007.39,001,94.92,001,01.47,001,,,,,,,,,,,,,,,,,,
1/31/2012 12:00,201201311200,97.00,001,02.27,001,01.69,001,02.44,001,75.30,001,65.44,001,00.00,001,00.00,001,1008.00,001,1007.61,001,105.52,001,01.62,001,,,,,,,,,,,,,,,,,,
1/31/2012 12:30,201201311230,108.70,001,02.51,001,01.96,001,02.42,001,71.80,001,64.33,001,00.00,001,00.00,001,1008.00,001,1007.69,001,97.52,001,01.66,001,,,,,,,,,,,,,,,,,,
1/31/2012 13:00,201201311300,109.40,001,02.61,001,02.06,001,02.37,001,69.84,001,59.96,001,00.00,001,00.00,001,1008.00,001,1007.78,001,110.37,001,01.86,001,,,,,,,,,,,,,,,,,,
1/31/2012 13:30,201201311330,105.00,001,02.56,001,02.01,001,02.28,001,66.32,001,61.45,001,00.00,001,00.00,001,1008.00,001,1007.85,001,112.36,001,01.66,001,,,,,,,,,,,,,,,,,,
1/31/2012 14:00,201201311400,69.83,001,02.47,001,01.90,001,02.20,001,66.74,001,61.56,001,00.00,001,00.00,001,1009.00,001,1008.07,001,113.19,001,01.76,001,,,,,,,,,,,,,,,,,,
1/31/2012 14:30,201201311430,54.00,001,02.43,001,01.86,001,02.10,001,65.33,001,64.00,001,00.00,001,00.00,001,1009.00,001,1008.24,001,100.46,001,01.50,001,,,,,,,,,,,,,,,,,,
1/31/2012 15:00,201201311500,37.21,001,02.29,001,01.72,001,02.09,001,68.53,001,62.71,001,00.00,001,00.00,001,1009.00,001,1008.52,001,106.73,001,01.56,001,,,,,,,,,,,,,,,,,,
1/31/2012 15:30,201201311530,32.90,001,02.27,001,01.70,001,02.00,001,68.58,001,63.55,001,00.00,001,00.00,001,1009.00,001,1008.89,001,110.09,001,01.40,001,,,,,,,,,,,,,,,,,,
1/31/2012 16:00,201201311600,16.95,001,02.22,001,01.63,001,01.92,001,68.43,001,63.60,001,00.00,001,00.00,001,1009.00,001,1009.25,001,97.50,001,01.62,001,,,,,,,,,,,,,,,,,,
1/31/2012 16:30,201201311630,10.21,001,02.13,001,01.55,001,01.70,001,68.52,001,65.91,001,00.00,001,00.00,001,1010.00,001,1009.54,001,98.29,001,00.90,001,,,,,,,,,,,,,,,,,,
1/31/2012 17:00,201201311700,00.02,003,01.99,001,01.39,001,01.56,001,70.08,001,64.86,001,00.00,001,00.00,001,1010.00,001,1009.80,001,102.46,001,01.45,001,,,,,,,,,,,,,,,,,,
1/31/2012 17:30,201201311730,00.02,003,01.73,001,01.11,001,01.58,001,72.10,001,63.17,001,00.00,001,00.00,001,1010.50,001,1009.92,001,97.88,001,01.23,001,,,,,,,,,,,,,,,,,,
1/31/2012 18:00,201201311800,00.02,003,01.76,001,01.21,001,01.56,001,68.05,001,64.14,001,00.00,001,00.00,001,1011.00,001,1010.14,001,105.21,001,01.41,001,,,,,,,,,,,,,,,,,,
1/31/2012 18:30,201201311830,00.02,003,01.70,001,01.11,001,01.50,001,69.17,001,65.53,001,00.00,001,00.00,001,1011.00,001,1010.34,001,86.51,001,01.08,001,,,,,,,,,,,,,,,,,,
1/31/2012 19:00,201201311900,00.02,003,01.72,001,01.14,001,01.47,001,70.24,001,63.86,001,00.00,001,00.00,001,1011.00,001,1010.53,001,87.21,001,01.23,001,,,,,,,,,,,,,,,,,,
1/31/2012 19:30,201201311930,00.02,003,01.65,001,01.03,001,01.50,001,70.30,001,63.73,001,00.00,001,00.00,001,1011.00,001,1010.80,001,98.96,001,01.15,001,,,,,,,,,,,,,,,,,,
1/31/2012 20:00,201201312000,00.02,003,01.68,001,01.09,001,01.38,001,68.69,001,66.24,001,00.00,001,00.00,001,1011.00,001,1011.16,001,81.90,001,00.66,001,,,,,,,,,,,,,,,,,,
1/31/2012 20:30,201201312030,00.02,003,01.63,001,00.97,001,01.47,001,70.29,001,66.31,001,00.00,001,00.00,001,1012.00,001,1011.42,001,126.39,001,01.21,001,,,,,,,,,,,,,,,,,,
1/31/2012 21:00,201201312100,00.02,003,01.61,001,00.99,001,01.50,001,71.70,001,64.81,001,00.00,001,00.00,001,1012.00,001,1011.56,001,114.33,001,01.55,001,,,,,,,,,,,,,,,,,,
1/31/2012 21:30,201201312130,00.02,003,01.64,001,01.07,001,01.42,001,71.05,001,65.45,001,00.00,001,00.00,001,1012.00,001,1011.69,001,91.81,001,00.89,001,,,,,,,,,,,,,,,,,,
1/31/2012 22:00,201201312200,00.02,003,01.63,001,01.04,001,01.32,001,70.40,001,66.06,001,00.00,001,00.00,001,1012.00,001,1011.70,001,85.05,001,00.74,001,,,,,,,,,,,,,,,,,,
1/31/2012 22:30,201201312230,00.02,003,01.55,001,00.92,001,01.23,001,71.10,001,66.27,001,00.00,001,00.00,001,1012.00,001,1011.74,001,86.00,001,00.69,001,,,,,,,,,,,,,,,,,,
1/31/2012 23:00,201201312300,00.02,003,01.49,001,00.84,001,01.15,001,71.50,001,66.74,001,00.00,001,00.00,001,1012.00,001,1011.79,001,67.02,001,00.58,001,,,,,,,,,,,,,,,,,,
1/31/2012 23:30,201201312330,00.02,003,01.41,001,00.73,001,,010,71.80,001,,010,00.00,001,00.01,001,1012.50,001,,010,126.55,001,02.57,001,,,,,,,,,,,,,,,,,,
2/1/2012 0:00,201202010000,00.02,003,01.38,001,00.68,001,,010,71.85,001,,010,00.00,001,00.01,001,1013.00,001,,010,223.07,001,04.44,001,,,,,,,,,,,,,,,,,,
2/1/2012 0:30,201202010030,00.02,003,01.25,001,00.56,001,,010,72.35,001,67.63,001,00.00,001,00.16,001,1013.00,001,1012.06,001,238.86,001,04.19,001,,,,,,,,,,,,,,,,,,
2/1/2012 1:00,201202010100,00.02,003,01.28,001,00.62,001,01.01,001,72.75,001,67.37,001,00.00,001,00.00,001,1013.00,001,1012.04,001,244.43,001,03.73,001,,,,,,,,,,,,,,,,,,
2/1/2012 1:30,201202010130,00.02,003,01.40,001,00.78,001,01.16,001,72.50,001,65.48,001,00.00,001,00.00,001,1013.00,001,1012.11,001,252.63,001,03.47,001,,,,,,,,,,,,,,,,,,
2/1/2012 2:00,201202010200,00.02,003,01.58,001,00.98,001,01.38,001,70.65,001,64.86,001,00.00,001,00.00,001,1013.00,001,1012.24,001,243.27,001,03.49,001,,,,,,,,,,,,,,,,,,
2/1/2012 2:30,201202010230,00.02,003,01.65,001,01.10,001,01.50,001,70.25,001,64.74,001,00.00,001,00.00,001,1013.00,001,1012.24,001,242.18,001,03.05,001,,,,,,,,,,,,,,,,,,
2/1/2012 3:00,201202010300,00.02,003,01.56,001,00.98,001,01.39,001,70.15,001,64.59,001,00.25,001,00.00,001,1013.00,001,1012.29,001,231.61,001,03.47,001,,,,,,,,,,,,,,,,,,
2/1/2012 3:30,201202010330,00.02,003,01.48,001,00.91,001,01.33,001,69.97,001,64.96,001,00.00,001,00.00,001,1013.00,001,1012.42,001,219.31,001,03.40,001,,,,,,,,,,,,,,,,,,
2/1/2012 4:00,201202010400,00.02,003,01.33,001,00.70,001,01.14,001,70.30,001,64.91,001,00.00,001,00.00,001,1013.00,001,1012.47,001,220.04,001,03.67,001,,,,,,,,,,,,,,,,,,
2/1/2012 4:30,201202010430,00.02,003,01.28,001,00.63,001,01.06,001,69.99,001,66.91,001,00.00,001,00.00,001,1013.00,001,1012.61,001,69.06,001,00.65,001,,,,,,,,,,,,,,,,,,
2/1/2012 5:00,201202010500,00.02,003,00.99,001,00.30,001,00.77,001,72.25,001,66.56,001,00.00,001,00.00,001,1014.00,001,1012.95,001,79.84,001,00.57,001,,,,,,,,,,,,,,,,,,
2/1/2012 5:30,201202010530,00.02,003,01.00,001,00.35,001,00.75,001,71.70,001,65.52,001,00.00,001,00.00,001,1014.00,001,1013.28,001,100.36,001,00.93,001,,,,,,,,,,,,,,,,,,
2/1/2012 6:00,201202010600,00.02,003,01.11,001,00.44,001,00.85,001,70.45,001,65.31,001,00.00,001,00.00,001,1014.00,001,1013.41,001,120.56,001,01.19,001,,,,,,,,,,,,,,,,,,
2/1/2012 6:30,201202010630,00.02,003,01.19,001,00.59,001,00.98,001,70.36,001,65.45,001,00.00,001,00.00,001,1014.00,001,1013.50,001,115.54,001,01.75,001,,,,,,,,,,,,,,,,,,
2/1/2012 7:00,201202010700,00.02,003,01.23,001,00.59,001,01.01,001,70.65,001,65.38,001,00.00,001,00.00,001,1014.50,001,1013.66,001,108.86,001,01.22,001,,,,,,,,,,,,,,,,,,
2/1/2012 7:30,201202010730,00.02,003,01.30,001,00.64,001,01.06,001,70.45,001,65.50,001,00.00,001,00.00,001,1015.00,001,1013.94,001,128.58,001,01.37,001,,,,,,,,,,,,,,,,,,
2/1/2012 8:00,201202010800,00.02,003,01.27,001,00.69,001,01.08,001,70.80,001,65.11,001,00.00,001,00.00,001,1015.00,001,1014.07,001,124.16,001,00.86,001,,,,,,,,,,,,,,,,,,
2/1/2012 8:30,201202010830,04.26,001,01.38,001,00.79,001,01.17,001,70.36,001,65.49,001,00.00,001,00.00,001,1015.00,001,1014.19,001,91.79,001,00.69,001,,,,,,,,,,,,,,,,,,
2/1/2012 9:00,201202010900,17.45,001,01.42,001,00.86,001,01.27,001,71.00,001,65.14,001,00.00,001,00.00,001,1015.00,001,1014.18,001,29.17,001,00.48,001,,,,,,,,,,,,,,,,,,
2/1/2012 9:30,201202010930,71.81,001,01.67,001,01.11,001,01.41,001,70.11,001,62.51,001,00.00,001,00.00,001,1015.00,001,1014.30,001,359.42,001,00.52,001,,,,,,,,,,,,,,,,,,
2/1/2012 10:00,201202011000,127.70,001,02.00,001,01.44,001,01.69,001,67.18,001,58.49,001,00.00,001,00.00,001,1015.00,001,1014.32,001,56.57,001,00.54,001,,,,,,,,,,,,,,,,,,
2/1/2012 10:30,201202011030,118.85,001,02.16,001,01.59,001,01.95,001,63.21,001,59.33,001,00.00,001,00.00,001,1015.00,001,1014.43,001,103.08,001,00.98,001,,,,,,,,,,,,,,,,,,
2/1/2012 11:00,201202011100,106.45,001,02.00,001,01.46,001,01.83,001,64.32,001,59.01,001,00.00,001,00.00,001,1015.00,001,1014.47,001,98.17,001,00.75,001,,,,,,,,,,,,,,,,,,
2/1/2012 11:30,201202011130,178.25,001,02.22,001,01.69,001,01.98,001,63.63,001,57.92,001,00.00,001,00.00,001,1015.00,001,1014.30,001,82.21,001,00.68,001,,,,,,,,,,,,,,,,,,
2/1/2012 12:00,201202011200,204.90,001,02.41,001,01.87,001,02.17,001,62.52,001,56.39,001,00.00,001,00.00,001,1015.00,001,1014.10,001,110.28,001,01.05,001,,,,,,,,,,,,,,,,,,
2/1/2012 12:30,201202011230,300.45,001,02.94,001,02.41,001,02.61,001,60.45,001,56.56,001,00.00,001,00.00,001,1014.50,001,1013.79,001,126.69,001,01.13,001,,,,,,,,,,,,,,,,,,
2/1/2012 13:00,201202011300,266.45,001,03.01,001,02.47,001,02.70,001,60.84,001,57.41,001,00.00,001,00.00,001,1015.00,001,1013.99,001,120.67,001,01.67,001,,,,,,,,,,,,,,,,,,
2/1/2012 13:30,201202011330,209.45,001,02.67,001,02.13,001,02.39,001,61.85,001,56.99,001,00.00,001,00.00,001,1015.00,001,1014.04,001,122.00,001,01.20,001,,,,,,,,,,,,,,,,,,
2/1/2012 14:00,201202011400,178.45,001,02.74,001,02.16,001,02.44,001,61.31,001,56.11,001,00.00,001,00.00,001,1015.00,001,1014.14,001,119.11,001,01.41,001,,,,,,,,,,,,,,,,,,
2/1/2012 14:30,201202011430,219.05,001,03.18,001,02.57,001,02.74,001,59.71,001,55.75,001,00.00,001,00.00,001,1015.00,001,1014.42,001,123.48,001,02.28,001,,,,,,,,,,,,,,,,,,
2/1/2012 15:00,201202011500,186.00,001,03.32,001,02.69,001,02.83,001,59.13,001,55.03,001,00.00,001,00.00,001,1015.00,001,1014.50,001,120.62,001,02.15,001,,,,,,,,,,,,,,,,,,
2/1/2012 15:30,201202011530,183.35,001,03.48,001,02.86,001,03.05,001,58.63,001,57.19,001,00.00,001,00.00,001,1015.00,001,1014.48,001,128.44,001,02.50,001,,,,,,,,,,,,,,,,,,
2/1/2012 16:00,201202011600,51.28,001,02.65,001,02.02,001,02.49,001,62.20,001,59.95,001,00.00,001,00.00,001,1015.00,001,1014.51,001,147.73,001,02.70,001,,,,,,,,,,,,,,,,,,
2/1/2012 16:30,201202011630,22.06,001,01.80,001,01.15,001,01.59,001,65.05,001,62.27,001,00.00,001,00.00,001,1015.00,001,1014.47,001,153.43,001,02.61,001,,,,,,,,,,,,,,,,,,
2/1/2012 17:00,201202011700,00.02,003,01.09,001,00.41,001,00.89,001,67.67,001,66.21,001,00.00,001,00.00,001,1015.00,001,1014.47,001,152.14,001,02.58,001,,,,,,,,,,,,,,,,,,
2/1/2012 17:30,201202011730,00.02,003,00.38,001,-00.64,001,00.00,001,71.27,001,71.91,001,00.00,001,00.00,001,1016.00,001,1014.82,001,150.46,001,02.53,001,,,,,,,,,,,,,,,,,,
2/1/2012 18:00,201202011800,00.02,003,-00.90,001,-01.81,001,-01.14,001,77.90,001,76.66,001,00.00,001,00.00,001,1016.00,001,1014.94,001,148.51,001,02.14,001,,,,,,,,,,,,,,,,,,
2/1/2012 18:30,201202011830,00.02,003,-01.32,001,-02.38,001,-01.92,001,80.85,001,78.44,001,00.00,001,00.00,001,1016.00,001,1015.22,001,152.04,001,01.85,001,,,,,,,,,,,,,,,,,,
2/1/2012 19:00,201202011900,00.02,003,-02.11,001,-02.96,001,-02.42,001,83.80,001,78.80,001,00.00,001,00.00,001,1016.00,001,1015.27,001,164.22,001,01.37,001,,,,,,,,,,,,,,,,,,
2/1/2012 19:30,201202011930,00.02,003,-02.31,001,-03.10,001,-02.63,001,84.15,001,79.97,001,00.00,001,00.00,001,1016.00,001,1015.17,001,175.34,001,01.65,001,,,,,,,,,,,,,,,,,,
2/1/2012 20:00,201202012000,00.02,003,-02.36,001,-03.21,001,-02.87,001,84.20,001,78.76,001,00.00,001,00.00,001,1016.00,001,1015.15,001,170.75,001,01.55,001,,,,,,,,,,,,,,,,,,
2/1/2012 20:30,201202012030,00.02,003,-02.12,001,-02.97,001,-02.73,001,82.10,001,78.98,001,00.00,001,00.00,001,1016.00,001,1015.10,001,158.04,001,01.14,001,,,,,,,,,,,,,,,,,,
2/1/2012 21:00,201202012100,00.02,003,-02.20,001,-03.09,001,-02.85,001,82.40,001,77.71,001,00.00,001,00.00,001,1016.00,001,1015.10,001,192.62,001,00.84,001,,,,,,,,,,,,,,,,,,
2/1/2012 21:30,201202012130,00.02,003,-01.91,001,-02.75,001,-02.55,001,80.70,001,77.12,001,00.00,001,00.00,001,1016.00,001,1015.06,001,307.56,001,00.40,001,,,,,,,,,,,,,,,,,,
2/1/2012 22:00,201202012200,00.02,003,-02.08,001,-02.96,001,-02.61,001,80.90,001,78.80,001,00.00,001,00.00,001,1016.00,001,1015.02,001,225.40,001,00.42,001,,,,,,,,,,,,,,,,,,
2/1/2012 22:30,201202012230,00.02,003,-02.60,001,-03.36,001,-03.01,001,83.40,001,78.25,001,00.00,001,00.00,001,1016.00,001,1014.90,001,245.01,001,00.38,001,,,,,,,,,,,,,,,,,,
2/1/2012 23:00,201202012300,00.02,003,-02.33,001,-03.17,001,-02.97,001,81.40,001,76.25,001,00.00,001,00.00,001,1016.00,001,1014.95,001,208.79,001,00.60,001,,,,,,,,,,,,,,,,,,
2/1/2012 23:30,201202012330,00.02,003,-02.11,001,-02.87,001,-02.68,001,79.50,001,75.10,001,00.00,001,00.00,001,1016.00,001,1014.96,001,215.99,001,00.53,001,,,,,,,,,,,,,,,,,,
2/2/2012 0:00,201202020000,00.02,003,-01.96,001,-02.70,001,-02.49,001,78.60,001,75.08,001,00.00,001,00.00,001,1016.00,001,1015.00,001,230.17,001,00.49,001,,,,,,,,,,,,,,,,,,
2/2/2012 0:30,201202020030,00.02,003,-02.13,001,-02.99,001,-02.60,001,79.20,001,78.55,001,00.00,001,00.00,001,1016.00,001,1015.21,001,234.03,001,00.49,001,,,,,,,,,,,,,,,,,,
2/2/2012 1:00,201202020100,00.02,003,-03.35,001,-04.02,001,-03.53,001,84.75,001,80.94,001,00.00,001,00.00,001,1016.00,001,1015.11,001,218.50,001,00.36,001,,,,,,,,,,,,,,,,,,
2/2/2012 1:30,201202020130,00.02,003,-03.67,001,-04.33,001,-03.95,001,86.55,001,82.85,001,00.00,001,00.00,001,1016.00,001,1015.03,001,228.41,001,00.48,001,,,,,,,,,,,,,,,,,,
2/2/2012 2:00,201202020200,00.02,003,-04.21,001,-04.85,001,-04.44,001,89.00,001,82.01,001,00.00,001,00.00,001,1016.00,001,1014.86,001,218.49,001,00.45,001,,,,,,,,,,,,,,,,,,
2/2/2012 2:30,201202020230,00.02,003,-03.43,001,-04.18,001,-04.07,001,85.70,001,81.04,001,00.00,001,00.00,001,1016.00,001,1014.82,001,210.31,001,00.56,001,,,,,,,,,,,,,,,,,,
2/2/2012 3:00,201202020300,00.02,003,-03.67,001,-04.45,001,-04.19,001,85.00,001,83.90,001,00.00,001,00.00,001,1015.50,001,1014.67,001,218.76,001,00.45,001,,,,,,,,,,,,,,,,,,
2/2/2012 3:30,201202020330,00.02,003,-04.79,001,-05.43,001,-05.03,001,89.95,001,85.29,001,00.00,001,00.00,001,1015.00,001,1014.47,001,243.49,001,00.58,001,,,,,,,,,,,,,,,,,,
2/2/2012 4:00,201202020400,00.02,003,-04.16,001,-04.86,001,-04.85,001,88.95,001,83.61,001,00.00,001,00.00,001,1015.00,001,1014.35,001,255.88,001,00.71,001,,,,,,,,,,,,,,,,,,
2/2/2012 4:30,201202020430,00.02,003,-04.78,001,-05.40,001,-05.04,001,89.25,001,86.11,001,00.00,001,00.00,001,1015.00,001,1014.30,001,222.60,001,00.45,001,,,,,,,,,,,,,,,,,,
2/2/2012 5:00,201202020500,00.02,003,-04.92,001,-05.59,001,-05.44,001,91.55,001,84.44,001,00.00,001,00.00,001,1015.00,001,1014.20,001,211.99,001,00.82,001,,,,,,,,,,,,,,,,,,
2/2/2012 5:30,201202020530,00.02,003,-04.71,001,-05.37,001,-05.18,001,88.90,001,83.94,001,00.00,001,00.00,001,1015.00,001,1014.15,001,212.47,001,00.72,001,,,,,,,,,,,,,,,,,,
2/2/2012 6:00,201202020600,00.02,003,-05.25,001,-05.91,001,-05.65,001,89.25,001,84.42,001,00.00,001,00.00,001,1015.00,001,1013.96,001,219.44,001,00.65,001,,,,,,,,,,,,,,,,,,
2/2/2012 6:30,201202020630,00.02,003,-04.09,001,-04.88,001,-05.00,001,86.55,001,81.05,001,00.00,001,00.00,001,1015.00,001,1013.98,001,219.06,001,00.46,001,,,,,,,,,,,,,,,,,,
2/2/2012 7:00,201202020700,00.02,003,-03.70,001,-04.47,001,-04.34,001,83.60,001,77.11,001,00.00,001,00.00,001,1015.00,001,1013.94,001,217.24,001,00.55,001,,,,,,,,,,,,,,,,,,
2/2/2012 7:30,201202020730,00.02,003,-03.13,001,-03.88,001,-03.70,001,80.30,001,74.32,001,00.00,001,00.00,001,1015.00,001,1014.02,001,203.87,001,00.91,001,,,,,,,,,,,,,,,,,,
2/2/2012 8:00,201202020800,00.02,003,-02.95,001,-03.64,001,-03.34,001,78.45,001,73.71,001,00.00,001,00.00,001,1015.00,001,1014.16,001,217.52,001,00.60,001,,,,,,,,,,,,,,,,,,
2/2/2012 8:30,201202020830,11.93,001,-03.03,001,-03.60,001,-03.20,001,79.20,001,73.49,001,00.00,001,00.00,001,1015.00,001,1014.30,001,206.82,001,00.85,001,,,,,,,,,,,,,,,,,,
2/2/2012 9:00,201202020900,58.96,001,-03.04,001,-03.53,001,-03.16,001,79.40,001,74.22,001,00.00,001,00.00,001,1015.00,001,1014.27,001,204.26,001,00.50,001,,,,,,,,,,,,,,,,,,
2/2/2012 9:30,201202020930,129.75,001,-03.12,001,-03.53,001,-03.28,001,80.35,001,73.52,001,00.00,001,00.00,001,1015.00,001,1014.20,001,182.81,001,00.62,001,,,,,,,,,,,,,,,,,,
2/2/2012 10:00,201202021000,134.10,001,-02.64,001,-03.08,001,-02.79,001,79.70,001,72.26,001,00.00,001,00.00,001,1015.00,001,1014.13,001,189.28,001,00.56,001,,,,,,,,,,,,,,,,,,
2/2/2012 10:30,201202021030,112.05,001,-02.15,001,-02.64,001,-02.27,001,78.20,001,69.08,001,00.00,001,00.00,001,1015.00,001,1014.01,001,237.53,001,00.28,001,,,,,,,,,,,,,,,,,,
2/2/2012 11:00,201202021100,251.35,001,-01.02,001,-01.37,001,-01.41,001,73.55,001,66.57,001,00.00,001,00.00,001,1015.00,001,1014.08,001,283.01,001,00.51,001,,,,,,,,,,,,,,,,,,
2/2/2012 11:30,201202021130,232.00,001,-00.42,001,-00.86,001,-00.69,001,71.80,001,65.83,001,00.00,001,00.00,001,1015.00,001,1014.00,001,297.70,001,00.55,001,,,,,,,,,,,,,,,,,,
2/2/2012 12:00,201202021200,249.15,001,-00.15,001,-00.61,001,-00.32,001,71.10,001,64.55,001,00.00,001,00.00,001,1014.50,001,1013.78,001,239.55,001,00.72,001,,,,,,,,,,,,,,,,,,
2/2/2012 12:30,201202021230,295.15,001,00.31,001,-00.12,001,00.06,001,69.59,001,61.63,001,00.00,001,00.00,001,1014.00,001,1013.60,001,204.73,001,01.05,001,,,,,,,,,,,,,,,,,,
